## Mon May 15 12:40:07 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
635_t	3641.EOY22129	1.14e-311	860.0	2CTDU@1|root,2RFZW@2759|Eukaryota,37RIB@33090|Viridiplantae,3GFT8@35493|Streptophyta	35493|Streptophyta	S	Squamosa promoter-binding-like protein	-	-	-	-	-	-	-	-	-	-	-	-	SBP
636_t	29730.Gorai.008G200200.1	2.43e-266	728.0	arCOG06245@1|root,2QSDP@2759|Eukaryota,37P8P@33090|Viridiplantae,3GAX4@35493|Streptophyta	35493|Streptophyta	S	Alpha-1,4-glucan-protein synthase (UDP-forming)	-	-	5.4.99.30	ko:K13379	ko00520,map00520	-	R09009	RC02396	ko00000,ko00001,ko01000,ko01003	-	GT75	-	RGP
638_t	3641.EOY22108	9.29e-50	172.0	KOG0379@1|root,KOG0379@2759|Eukaryota,37K02@33090|Viridiplantae,3GF19@35493|Streptophyta	35493|Streptophyta	F	Galactose oxidase kelch, beta-propeller (InterPro IPR011043), Kelch repeat type 1 (InterPro IPR006652), Kelch repeat type 2 (InterPro IPR011498), Kelch-type beta propeller (InterPro IPR015915)	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	ko:K20285	-	-	-	-	ko00000,ko04131	-	-	-	Kelch_4,Kelch_5
640_t	3641.EOY22096	0.0	1706.0	28NS3@1|root,2QVC5@2759|Eukaryota,37NXS@33090|Viridiplantae,3GBDE@35493|Streptophyta	35493|Streptophyta	S	longifolia	-	-	-	-	-	-	-	-	-	-	-	-	DUF4378,VARLMGL
641_t	3983.cassava4.1_008587m	2.15e-37	137.0	COG2124@1|root,KOG0156@2759|Eukaryota,37QA7@33090|Viridiplantae,3GDM1@35493|Streptophyta,4JRBK@91835|fabids	35493|Streptophyta	Q	Cytochrome p450	-	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0044550,GO:0055114	1.14.14.1,1.14.14.19,1.14.14.32	ko:K00512,ko:K07408,ko:K07418	ko00140,ko00380,ko00590,ko00591,ko00830,ko00980,ko01100,ko04212,ko04726,ko04750,ko04913,ko04917,ko04927,ko04934,ko05204,map00140,map00380,map00590,map00591,map00830,map00980,map01100,map04212,map04726,map04750,map04913,map04917,map04927,map04934,map05204	M00109,M00110	R02211,R02354,R02355,R03089,R03408,R03629,R03783,R04852,R04853,R07000,R07001,R07021,R07022,R07042,R07043,R07044,R07045,R07046,R07048,R07050,R07051,R07052,R07055,R07056,R07079,R07080,R07081,R07085,R07087,R07098,R07099,R08390,R08392,R08517,R08518,R09418,R09423,R09442	RC00046,RC00607,RC00660,RC00661,RC00704,RC00723,RC00724,RC00923,RC01184,RC01222,RC01444,RC01445,RC01710,RC01711,RC01723,RC01725,RC01727,RC01732,RC01733,RC02531	ko00000,ko00001,ko00002,ko00199,ko01000	-	-	-	p450
642_t	29760.VIT_19s0015g00080.t01	1.17e-63	211.0	COG2124@1|root,KOG0156@2759|Eukaryota,37QA7@33090|Viridiplantae,3GDM1@35493|Streptophyta	35493|Streptophyta	Q	Belongs to the cytochrome P450 family	-	-	1.14.14.19,1.14.14.32	ko:K00512	ko00140,ko01100,ko04913,ko04917,ko04927,ko04934,map00140,map01100,map04913,map04917,map04927,map04934	M00109,M00110	R02211,R03783,R04852,R04853,R08517,R08518	RC00607,RC00660,RC00923,RC01222	ko00000,ko00001,ko00002,ko00199,ko01000	-	-	-	p450
643_t	3641.EOY22091	1.39e-75	231.0	2AMDC@1|root,2RZBT@2759|Eukaryota,37UHG@33090|Viridiplantae,3GJ28@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
644_t	29730.Gorai.008G199600.1	3.67e-244	681.0	KOG0116@1|root,KOG0116@2759|Eukaryota,37I0X@33090|Viridiplantae,3GB9I@35493|Streptophyta	35493|Streptophyta	A	Ras GTPase-activating protein-binding protein	-	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006508,GO:0006807,GO:0006914,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0010494,GO:0016236,GO:0016579,GO:0019538,GO:0032386,GO:0032879,GO:0032991,GO:0034517,GO:0035770,GO:0035973,GO:0036211,GO:0036464,GO:0043021,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0050789,GO:0050794,GO:0051049,GO:0060341,GO:0060627,GO:0060628,GO:0061912,GO:0061919,GO:0065007,GO:0070646,GO:0070647,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1905538,GO:1990861,GO:1990904	-	-	-	-	-	-	-	-	-	-	NTF2,RRM_1
645_t	3641.EOY22085	2.09e-75	232.0	2ATDC@1|root,2RZRV@2759|Eukaryota,37U8S@33090|Viridiplantae,3GJ80@35493|Streptophyta	35493|Streptophyta	S	Protein of unknown function (DUF1118)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1118
646_t	3641.EOY22082	8.73e-274	754.0	COG0584@1|root,KOG2258@2759|Eukaryota,37MTN@33090|Viridiplantae,3GAUY@35493|Streptophyta	35493|Streptophyta	C	glycerophosphoryl diester phosphodiesterase	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	GDPD
647_t	29730.Gorai.003G101500.1	0.0	1061.0	COG1599@1|root,KOG0851@2759|Eukaryota,37HEV@33090|Viridiplantae,3GF1T@35493|Streptophyta	35493|Streptophyta	L	Component of the replication protein A complex (RPA) required for DNA recombination, repair and replication. The activity of RPA is mediated by single-stranded DNA binding and protein interactions. Probably involved in repair of double-strand DNA breaks (DSBs) induced by genotoxic stresses	-	GO:0000003,GO:0000228,GO:0000278,GO:0000723,GO:0000724,GO:0000725,GO:0000781,GO:0000784,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005662,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006278,GO:0006279,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007004,GO:0007049,GO:0007063,GO:0007088,GO:0007346,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010224,GO:0010556,GO:0010557,GO:0010564,GO:0010604,GO:0010638,GO:0010639,GO:0010833,GO:0010948,GO:0016043,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022402,GO:0022414,GO:0030894,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032200,GO:0032204,GO:0032206,GO:0032210,GO:0032212,GO:0032392,GO:0032508,GO:0032879,GO:0032880,GO:0032991,GO:0032993,GO:0033043,GO:0033044,GO:0033045,GO:0033046,GO:0033047,GO:0033048,GO:0033260,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0035861,GO:0042162,GO:0042592,GO:0043047,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0043596,GO:0043601,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044786,GO:0045786,GO:0045839,GO:0045875,GO:0045930,GO:0045935,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051054,GO:0051098,GO:0051101,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051173,GO:0051276,GO:0051321,GO:0051716,GO:0051726,GO:0051783,GO:0051784,GO:0051983,GO:0051985,GO:0060249,GO:0060255,GO:0060341,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070034,GO:0071103,GO:0071704,GO:0071840,GO:0071897,GO:0071922,GO:0071923,GO:0080090,GO:0090304,GO:0090734,GO:0097159,GO:0098687,GO:0098847,GO:0106111,GO:0106112,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902969,GO:1903046,GO:1903047,GO:1903827,GO:1903828,GO:1904356,GO:1904358,GO:1905405,GO:1905412,GO:1905634,GO:2000112,GO:2000278,GO:2000573,GO:2001251,GO:2001252	-	ko:K07466	ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460	M00288	-	-	ko00000,ko00001,ko00002,ko03000,ko03032,ko03400	-	-	-	REPA_OB_2,Rep-A_N,Rep_fac-A_C,tRNA_anti-codon
648_t	3641.EOY22076	0.0	1127.0	KOG2344@1|root,KOG2344@2759|Eukaryota,37THX@33090|Viridiplantae,3GG60@35493|Streptophyta	35493|Streptophyta	U	exocyst complex component	-	GO:0000145,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005938,GO:0006810,GO:0006887,GO:0008150,GO:0009987,GO:0010638,GO:0016020,GO:0016192,GO:0031982,GO:0032386,GO:0032879,GO:0032880,GO:0032940,GO:0032991,GO:0033043,GO:0033157,GO:0043226,GO:0043227,GO:0043230,GO:0044087,GO:0044089,GO:0044421,GO:0044424,GO:0044444,GO:0044448,GO:0044464,GO:0046903,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051049,GO:0051128,GO:0051130,GO:0051179,GO:0051223,GO:0051234,GO:0060341,GO:0065007,GO:0070062,GO:0070201,GO:0071944,GO:0090087,GO:0099023,GO:0099568,GO:1902115,GO:1902117,GO:1903533,GO:1903551,GO:1903553,GO:1903561,GO:1903827	-	ko:K07195	ko04910,map04910	-	-	-	ko00000,ko00001,ko03036,ko04131	-	-	-	Exo70
649_t	3641.EOY22075	1.21e-78	250.0	KOG0118@1|root,KOG0118@2759|Eukaryota,37SIW@33090|Viridiplantae,3GBC5@35493|Streptophyta	35493|Streptophyta	A	Glycine-rich RNA-binding protein	-	GO:0000166,GO:0000959,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003723,GO:0005488,GO:0005507,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009409,GO:0009451,GO:0009628,GO:0009987,GO:0016070,GO:0016071,GO:0016553,GO:0016554,GO:0016556,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0071704,GO:0080156,GO:0090304,GO:0097159,GO:0097367,GO:1900864,GO:1901265,GO:1901360,GO:1901363	-	ko:K12741	ko03040,map03040	-	-	-	ko00000,ko00001,ko03019,ko03041	-	-	-	RRM_1
650_t	3641.EOY22074	0.0	983.0	28Q4Z@1|root,2QWTR@2759|Eukaryota,37RQD@33090|Viridiplantae,3GDEU@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
651_t	3641.EOY22072	1.19e-161	466.0	COG0560@1|root,KOG1615@2759|Eukaryota,37KDM@33090|Viridiplantae,3GA5X@35493|Streptophyta	35493|Streptophyta	E	phosphoserine phosphatase	PSP	GO:0000003,GO:0000287,GO:0003006,GO:0003674,GO:0003824,GO:0004647,GO:0005488,GO:0005509,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006563,GO:0006564,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009507,GO:0009536,GO:0009555,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0010154,GO:0016053,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019752,GO:0022414,GO:0022622,GO:0032501,GO:0032502,GO:0042578,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046872,GO:0048229,GO:0048316,GO:0048364,GO:0048608,GO:0048731,GO:0048856,GO:0061458,GO:0071704,GO:0099402,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	3.1.3.3	ko:K01079	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R00582	RC00017	ko00000,ko00001,ko00002,ko01000,ko01009	-	-	-	HAD,Hydrolase
652_t	71139.XP_010042104.1	9e-46	184.0	KOG1075@1|root,KOG1075@2759|Eukaryota	2759|Eukaryota	E	Ribonuclease H protein	-	-	3.1.1.11,3.1.2.22	ko:K01051,ko:K01074	ko00040,ko00062,ko01100,ko01212,ko04142,map00040,map00062,map01100,map01212,map04142	M00081	R01274,R02362	RC00004,RC00014,RC00460,RC00461	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	DUF4283,RVT_1,zf-RVT
653_t	981085.XP_010102092.1	4.8e-55	209.0	2DXH4@1|root,2S6SE@2759|Eukaryota,37ZXZ@33090|Viridiplantae,3GHUK@35493|Streptophyta	35493|Streptophyta	S	source UniProtKB	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C48,Transposase_24
654_t	29730.Gorai.008G198600.1	9.36e-232	672.0	2E1UX@1|root,2S94V@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Transposase_28
655_t	3988.XP_002514662.1	9.74e-40	154.0	28ISI@1|root,2S3VM@2759|Eukaryota,37WG9@33090|Viridiplantae,3GJM5@35493|Streptophyta,4JTWF@91835|fabids	35493|Streptophyta	S	PHD zinc finger	-	-	-	-	-	-	-	-	-	-	-	-	-
656_t	3694.POPTR_0013s07050.1	2.69e-264	752.0	COG2124@1|root,KOG0156@2759|Eukaryota,37N9R@33090|Viridiplantae,3G85P@35493|Streptophyta,4JHQ1@91835|fabids	35493|Streptophyta	Q	Belongs to the cytochrome P450 family	F3'H	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0009719,GO:0009725,GO:0009733,GO:0010033,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0042221,GO:0044550,GO:0050896,GO:0055114	1.14.13.21	ko:K05280	ko00941,ko00944,ko01100,ko01110,map00941,map00944,map01100,map01110	-	R02442,R03124,R06537,R06538,R08002,R08032	RC00046	ko00000,ko00001,ko00199,ko01000	-	-	-	p450
657_t	3641.EOY22045	0.0	1579.0	COG0542@1|root,KOG1051@2759|Eukaryota,37S87@33090|Viridiplantae,3G8BD@35493|Streptophyta	35493|Streptophyta	O	Belongs to the ClpA ClpB family	HSP101	GO:0000302,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006417,GO:0006950,GO:0006979,GO:0008150,GO:0009266,GO:0009314,GO:0009408,GO:0009416,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009628,GO:0009636,GO:0009642,GO:0009644,GO:0009889,GO:0009891,GO:0009893,GO:0009941,GO:0009987,GO:0010035,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031967,GO:0031975,GO:0032268,GO:0032270,GO:0033554,GO:0034248,GO:0034250,GO:0034605,GO:0042221,GO:0042493,GO:0042542,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043335,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0045727,GO:0046677,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051716,GO:0060255,GO:0065007,GO:0080090,GO:1901700,GO:2000112	-	ko:K03695	ko04213,map04213	-	-	-	ko00000,ko00001,ko03110	-	-	-	AAA,AAA_2,ClpB_D2-small,Clp_N
660_t	981085.XP_010102092.1	2.29e-55	209.0	2DXH4@1|root,2S6SE@2759|Eukaryota,37ZXZ@33090|Viridiplantae,3GHUK@35493|Streptophyta	35493|Streptophyta	S	source UniProtKB	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C48,Transposase_24
661_t	29730.Gorai.008G198600.1	1.61e-209	613.0	2E1UX@1|root,2S94V@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Transposase_28
662_t	3694.POPTR_0012s05180.1	3.73e-19	86.7	COG0515@1|root,2QS49@2759|Eukaryota,37MR2@33090|Viridiplantae,3G8CH@35493|Streptophyta,4JJM5@91835|fabids	35493|Streptophyta	T	receptor-like protein kinase	-	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0036211,GO:0042742,GO:0043170,GO:0043207,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0098542,GO:0140096,GO:1901564	2.7.11.1	ko:K04733	ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164	M00686	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	Pkinase_Tyr
664_t	3641.EOY22532	3.53e-191	539.0	COG3884@1|root,2QTGA@2759|Eukaryota,37RZZ@33090|Viridiplantae,3G8VA@35493|Streptophyta	35493|Streptophyta	I	Plays an essential role in chain termination during de novo fatty acid synthesis	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	3.1.2.14,3.1.2.21	ko:K10781	ko00061,ko01100,ko01212,map00061,map01100,map01212	-	R01706,R04014,R08157,R08158,R08159	RC00014,RC00039	ko00000,ko00001,ko01000,ko01004	-	-	-	Acyl-ACP_TE
666_t	29730.Gorai.008G207300.1	2.75e-98	303.0	KOG1603@1|root,KOG1603@2759|Eukaryota,37PZX@33090|Viridiplantae,3GECA@35493|Streptophyta	35493|Streptophyta	P	Heavy-metal-associated domain	-	-	-	-	-	-	-	-	-	-	-	-	HMA
668_t	29730.Gorai.001G057800.1	1.09e-121	353.0	COG0663@1|root,2QQV5@2759|Eukaryota,37P2A@33090|Viridiplantae,3G899@35493|Streptophyta	35493|Streptophyta	S	Gamma carbonic anhydrase-like	-	GO:0000003,GO:0001101,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005747,GO:0005773,GO:0005774,GO:0006950,GO:0006970,GO:0007275,GO:0008150,GO:0008152,GO:0009507,GO:0009536,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009791,GO:0009853,GO:0009987,GO:0010033,GO:0010228,GO:0016020,GO:0019866,GO:0022414,GO:0030964,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032501,GO:0032502,GO:0032991,GO:0033993,GO:0042221,GO:0043094,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044437,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045271,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0061458,GO:0070469,GO:0097305,GO:0098588,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:0098805,GO:1901700,GO:1902494,GO:1990204	-	-	-	-	-	-	-	-	-	-	Hexapep
669_t	29730.Gorai.007G043300.1	1.57e-36	130.0	2CK4W@1|root,2S3UZ@2759|Eukaryota,37W5I@33090|Viridiplantae,3GK3M@35493|Streptophyta	35493|Streptophyta	S	Protein of unknown function (DUF3339)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3339
670_t	3641.EOY22500	0.0	1002.0	COG3511@1|root,2QPJ0@2759|Eukaryota,37RW3@33090|Viridiplantae,3G7Q4@35493|Streptophyta	35493|Streptophyta	M	non-specific phospholipase	-	GO:0003674,GO:0003824,GO:0003993,GO:0004620,GO:0004629,GO:0006629,GO:0006644,GO:0006793,GO:0006796,GO:0008081,GO:0008150,GO:0008152,GO:0009056,GO:0009395,GO:0009405,GO:0009987,GO:0016042,GO:0016298,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019637,GO:0034480,GO:0035821,GO:0042578,GO:0044003,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044403,GO:0044419,GO:0046434,GO:0051701,GO:0051704,GO:0051817,GO:0052008,GO:0052043,GO:0052111,GO:0052185,GO:0052188,GO:0052368,GO:0071704,GO:1901575	3.1.4.3	ko:K01114	ko00562,ko00564,ko00565,ko01100,ko01110,ko02024,ko04919,map00562,map00564,map00565,map01100,map01110,map02024,map04919	-	R01312,R02027,R02052,R03332,R07381	RC00017,RC00425	ko00000,ko00001,ko01000,ko02042	-	-	-	Phosphoesterase
671_t	3641.EOY22497	7.64e-95	281.0	2A573@1|root,2RY8Y@2759|Eukaryota,37U0F@33090|Viridiplantae,3GJ5X@35493|Streptophyta	35493|Streptophyta	S	mediator of RNA polymerase II transcription subunit	-	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0016592,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0070013	-	-	-	-	-	-	-	-	-	-	-
672_t	3641.EOY24932	1.43e-157	450.0	290FS@1|root,2R7AV@2759|Eukaryota,37V58@33090|Viridiplantae,3G7PM@35493|Streptophyta	35493|Streptophyta	K	transcription factor	-	GO:0000003,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0008150,GO:0009790,GO:0009791,GO:0009793,GO:0009889,GO:0010154,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0022414,GO:0022622,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0048316,GO:0048364,GO:0048366,GO:0048367,GO:0048608,GO:0048731,GO:0048825,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0061458,GO:0065007,GO:0080090,GO:0097159,GO:0099402,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	AP2
673_t	3641.EOY24926	0.0	921.0	28KYT@1|root,2QTFK@2759|Eukaryota,37J37@33090|Viridiplantae,3GCJU@35493|Streptophyta	35493|Streptophyta	T	inactive receptor kinase	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005886,GO:0016020,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	LRRNT_2,LRR_1,LRR_4,LRR_8,Pkinase,Pkinase_Tyr
674_t	3641.EOY24924	5.99e-213	588.0	COG0676@1|root,KOG1594@2759|Eukaryota,37PFF@33090|Viridiplantae,3GGCB@35493|Streptophyta	35493|Streptophyta	G	Belongs to the glucose-6-phosphate 1-epimerase family	-	-	5.1.3.15	ko:K01792	ko00010,ko01100,ko01110,ko01120,ko01130,map00010,map01100,map01110,map01120,map01130	-	R02739	RC00563	ko00000,ko00001,ko01000	-	-	-	Aldose_epim
675_t	3641.EOY24920	1.17e-116	377.0	COG1132@1|root,KOG0054@2759|Eukaryota,37R7X@33090|Viridiplantae,3GE42@35493|Streptophyta	35493|Streptophyta	Q	ABC transporter C family member 10-like	-	-	-	ko:K05666	ko01523,ko01524,ko02010,ko04976,map01523,map01524,map02010,map04976	-	-	-	ko00000,ko00001,ko02000	3.A.1.208.2	-	-	ABC_membrane,ABC_tran
